year,target_country,super_power,allequal_model,security_model,economic_model,diplomatic_model,informational_model,sec_hierarchy,econ_hierarchy,diplo_hierarchy,info_hierarchy,arms_sales,defense_pacts,military_bases,export_dep,import_dep,fdi_dep,pfi_scores,dsp_scores,unga_voting,HOS_meetings
2014,Mongolia,China,0.49,0.33,0.49,0.64,0.51,0,0.47,0.93,0.56,0,0,0,0.8,0.32,0.3,0.51,0.61,0.85,1
2015,Mongolia,China,0.4,0.26,0.42,0.48,0.42,0,0.48,0.64,0.47,0,0,0,0.75,0.35,0.33,0.32,0.61,0.78,0.5
2016,Mongolia,China,0.38,0.25,0.4,0.45,0.42,0,0.44,0.6,0.48,0,0,0,0.67,0.3,0.35,0.35,0.62,0.7,0.5
2017,Mongolia,China,0.33,0.22,0.38,0.34,0.39,0,0.47,0.35,0.51,0,0,0,0.76,0.32,0.33,0.4,0.62,0.69,0
2018,Mongolia,China,NA,NA,NA,NA,NA,0,NA,0.89,0.52,0,0,0,NA,NA,NA,0.41,0.62,0.78,1
1991,Mongolia,India,NA,NA,NA,NA,NA,0,NA,0.91,NA,0,0,0,NA,NA,NA,NA,NA,0.91,NA
1992,Mongolia,India,NA,NA,NA,NA,NA,0,NA,0.89,NA,0,0,0,NA,NA,NA,NA,NA,0.89,NA
1993,Mongolia,India,NA,NA,NA,NA,NA,0,NA,0.33,NA,0,0,0,NA,NA,NA,NA,NA,0.33,NA
1994,Mongolia,India,NA,NA,NA,NA,NA,0,NA,0.72,NA,0,0,0,NA,NA,NA,NA,NA,0.72,NA
1995,Mongolia,India,NA,NA,NA,NA,NA,0,0,0.72,NA,0,0,0,0,0.01,NA,NA,NA,0.72,NA
1996,Mongolia,India,NA,NA,NA,NA,NA,0,0,0.7,NA,0,0,0,0,0,NA,NA,NA,0.7,NA
1997,Mongolia,India,NA,NA,NA,NA,NA,0,0,0.67,NA,0,0,0,0,0,NA,NA,NA,0.67,NA
1998,Mongolia,India,NA,NA,NA,NA,NA,0,0,0.66,NA,0,0,0,0,0.01,NA,NA,NA,0.66,NA
1999,Mongolia,India,NA,NA,NA,NA,NA,0,0,0.71,NA,0,0,0,0,0.01,NA,NA,NA,0.71,NA
2000,Mongolia,India,0.34,0.23,0.23,0.47,0.43,0,0,0.73,0.62,0,0,0,0,0,NA,NA,0.62,0.73,NA
2001,Mongolia,India,0.34,0.23,0.23,0.48,0.43,0,0,0.74,0.62,0,0,0,0,0,NA,NA,0.62,0.74,NA
2002,Mongolia,India,0.37,0.25,0.25,0.48,0.51,0,0,0.7,0.79,0,0,0,0,0,NA,0.96,0.62,0.7,NA
2003,Mongolia,India,0.26,0.17,0.17,0.29,0.39,0,0,0.35,0.67,0,0,0,0,0,NA,0.72,0.62,0.71,0
2004,Mongolia,India,0.32,0.22,0.22,0.42,0.44,0,0,0.61,0.68,0,0,0,0,0,NA,0.74,0.62,0.73,0.5
2005,Mongolia,India,0.26,0.17,0.17,0.3,0.39,0,0,0.37,0.66,0,0,0,0,0,NA,0.7,0.62,0.75,0
2006,Mongolia,India,0.28,0.19,0.19,0.32,0.44,0,0,0.38,0.76,0,0,0,0,0,NA,0.89,0.62,0.76,0
2007,Mongolia,India,0.33,0.22,0.22,0.43,0.45,0,0,0.63,0.68,0,0,0,0,0,NA,0.74,0.62,0.77,0.5
2008,Mongolia,India,0.28,0.18,0.19,0.3,0.43,0,0.01,0.36,0.74,0,0,0,0.01,0.01,NA,0.86,0.62,0.71,0
2009,Mongolia,India,0.29,0.19,0.19,0.32,0.45,0,0,0.39,0.77,0,0,0,0,0,0,0.92,0.62,0.78,0
2010,Mongolia,India,0.26,0.17,0.17,0.29,0.4,0,0,0.36,0.68,0,0,0,0,0.01,0,0.74,0.62,0.72,0
2011,Mongolia,India,0.3,0.2,0.2,0.39,0.41,0,0,0.58,0.62,0,0,0,0.01,0,0,NA,0.62,0.66,0.5
2012,Mongolia,India,0.27,0.18,0.18,0.3,0.42,0,0,0.35,0.72,0,0,0,0,0.01,0,0.83,0.61,0.71,0
2013,Mongolia,India,0.27,0.18,0.18,0.31,0.41,0,0,0.39,0.69,0,0,0,0,0.01,0,0.77,0.61,0.79,0
2014,Mongolia,India,0.27,0.18,0.18,0.32,0.4,0,0,0.41,0.66,0,0,0,0,0,0,0.71,0.61,0.83,0
2015,Mongolia,India,0.3,0.2,0.2,0.41,0.39,0,0,0.62,0.58,0,0,0,0,0,0,0.54,0.61,0.75,0.5
2016,Mongolia,India,0.23,0.15,0.15,0.25,0.35,0,0,0.3,0.6,0,0,0,0,0.01,0,0.59,0.62,0.6,0
2017,Mongolia,India,0.24,0.16,0.16,0.26,0.37,0,0,0.32,0.63,0,0,0,0,0.01,0,0.63,0.62,0.64,0
2018,Mongolia,India,NA,NA,NA,NA,NA,0,NA,0.41,0.63,0,0,0,NA,NA,NA,0.63,0.62,0.83,0
1991,Mongolia,Russia,NA,NA,NA,NA,NA,0,NA,0.61,NA,0,0,0,NA,NA,NA,NA,NA,0.61,NA
1992,Mongolia,Russia,NA,NA,NA,NA,NA,0,NA,0.51,NA,0,0,0,NA,NA,NA,NA,NA,0.51,NA
1993,Mongolia,Russia,NA,NA,NA,NA,NA,0,NA,0.62,NA,0,0,0,NA,NA,NA,NA,NA,0.62,NA
1994,Mongolia,Russia,NA,NA,NA,NA,NA,0,NA,0.52,NA,0,0,0,NA,NA,NA,NA,NA,0.52,NA
1995,Mongolia,Russia,NA,NA,NA,NA,NA,0,NA,0.58,NA,0,0,0,NA,NA,NA,NA,NA,0.58,NA
1996,Mongolia,Russia,NA,NA,NA,NA,NA,0,0.31,0.63,NA,0,0,0,0.3,0.33,NA,NA,NA,0.63,NA
1997,Mongolia,Russia,NA,NA,NA,NA,NA,0,0.23,0.67,NA,0,0,0,0.16,0.3,NA,NA,NA,0.67,NA
1998,Mongolia,Russia,NA,NA,NA,NA,NA,0,0.19,0.67,NA,0,0,0,0.14,0.25,NA,NA,NA,0.67,NA
1999,Mongolia,Russia,NA,NA,NA,NA,NA,0,0.17,0.71,NA,0,0,0,0.09,0.25,NA,NA,NA,0.71,NA
2000,Mongolia,Russia,0.39,0.26,0.33,0.51,0.47,0,0.21,0.74,0.62,0,0,0,0.13,0.29,NA,NA,0.62,0.74,NA
2001,Mongolia,Russia,0.4,0.27,0.33,0.52,0.47,0,0.2,0.77,0.62,0,0,0,0.07,0.33,NA,NA,0.62,0.77,NA
2002,Mongolia,Russia,0.37,0.25,0.32,0.45,0.47,0,0.21,0.6,0.67,0,0,0,0.1,0.33,NA,0.73,0.62,0.6,NA
2003,Mongolia,Russia,0.3,0.2,0.26,0.33,0.4,0,0.19,0.39,0.61,0,0,0,0.08,0.3,NA,0.6,0.62,0.78,0
2004,Mongolia,Russia,0.29,0.2,0.25,0.33,0.41,0,0.16,0.39,0.63,0,0,0,0.02,0.3,NA,0.63,0.62,0.79,0
2005,Mongolia,Russia,0.28,0.19,0.24,0.31,0.38,0,0.17,0.37,0.58,0,0,0,0.02,0.33,NA,0.53,0.62,0.74,0
2006,Mongolia,Russia,0.3,0.2,0.26,0.32,0.41,0,0.17,0.38,0.64,0,0,0,0.03,0.31,NA,0.66,0.62,0.75,0
2007,Mongolia,Russia,0.37,0.36,0.31,0.37,0.45,0.33,0.18,0.36,0.62,1,0,0,0.03,0.32,NA,0.61,0.62,0.72,0
2008,Mongolia,Russia,0.38,0.37,0.32,0.37,0.48,0.33,0.2,0.33,0.68,1,0,0,0.03,0.36,NA,0.73,0.62,0.66,0
2009,Mongolia,Russia,0.37,0.36,0.29,0.37,0.46,0.33,0.13,0.38,0.64,1,0,0,0.04,0.28,0.07,0.65,0.62,0.76,0
2010,Mongolia,Russia,0.28,0.19,0.23,0.32,0.4,0,0.11,0.39,0.63,0,0,0,0.03,0.27,0.04,0.64,0.62,0.79,0
2011,Mongolia,Russia,0.28,0.19,0.22,0.32,0.39,0,0.1,0.41,0.62,0,0,0,0.02,0.23,0.04,NA,0.62,0.82,0
2012,Mongolia,Russia,0.29,0.19,0.23,0.31,0.42,0,0.11,0.35,0.69,0,0,0,0.01,0.27,0.04,0.77,0.61,0.71,0
2013,Mongolia,Russia,0.27,0.18,0.21,0.29,0.4,0,0.1,0.34,0.66,0,0,0,0.01,0.24,0.03,0.72,0.61,0.67,0
2014,Mongolia,Russia,0.35,0.35,0.27,0.35,0.45,0.33,0.1,0.34,0.64,1,0,0,0.01,0.28,0.02,0.66,0.61,0.68,0
2015,Mongolia,Russia,0.24,0.16,0.19,0.26,0.34,0,0.1,0.31,0.53,0,0,0,0.01,0.27,0.02,0.45,0.61,0.63,0
2016,Mongolia,Russia,0.23,0.15,0.18,0.24,0.34,0,0.08,0.26,0.56,0,0,0,0.01,0.24,0,0.51,0.62,0.52,0
2017,Mongolia,Russia,0.25,0.16,0.2,0.26,0.36,0,0.1,0.3,0.59,0,0,0,0.01,0.28,0,0.56,0.62,0.6,0
2018,Mongolia,Russia,NA,NA,NA,NA,NA,0,NA,0.33,0.6,0,0,0,NA,NA,NA,0.57,0.62,0.67,0
1991,Mongolia,United States,NA,NA,NA,NA,NA,0,NA,0.15,NA,0,0,0,NA,NA,NA,NA,NA,0.15,NA
1992,Mongolia,United States,NA,NA,NA,NA,NA,0,NA,0.15,NA,0,0,0,NA,NA,NA,NA,NA,0.15,NA
1993,Mongolia,United States,NA,NA,NA,NA,NA,0,NA,0.59,NA,0,0,0,NA,NA,NA,NA,NA,0.59,NA
1994,Mongolia,United States,NA,NA,NA,NA,NA,0,NA,0.32,NA,0,0,0,NA,NA,NA,NA,NA,0.32,NA
1995,Mongolia,United States,NA,NA,NA,NA,NA,0,0.06,0.26,NA,0,0,0,0.09,0.04,NA,NA,NA,0.26,NA
1996,Mongolia,United States,NA,NA,NA,NA,NA,0,0.05,0.28,NA,0,0,0,0.07,0.02,NA,NA,NA,0.28,NA
1997,Mongolia,United States,NA,NA,NA,NA,NA,0,0.1,0.37,NA,0,0,0,0.11,0.08,NA,NA,NA,0.37,NA
1998,Mongolia,United States,NA,NA,NA,NA,NA,0,0.1,0.28,NA,0,0,0,0.15,0.06,NA,NA,NA,0.28,NA
1999,Mongolia,United States,NA,NA,NA,NA,NA,0,0.13,0.24,NA,0,0,0,0.21,0.05,NA,NA,NA,0.24,NA
2000,Mongolia,United States,0.29,0.19,0.27,0.3,0.4,0,0.22,0.31,0.62,0,0,0,0.4,0.05,NA,NA,0.62,0.31,NA
2001,Mongolia,United States,0.25,0.17,0.22,0.24,0.37,0,0.16,0.22,0.62,0,0,0,0.3,0.03,NA,NA,0.62,0.22,NA
2002,Mongolia,United States,0.26,0.18,0.25,0.24,0.39,0,0.22,0.18,0.65,0,0,0,0.35,0.09,NA,0.69,0.62,0.18,NA
2003,Mongolia,United States,0.26,0.17,0.27,0.2,0.4,0,0.28,0.08,0.68,0,0,0,0.52,0.03,NA,0.74,0.62,0.16,0
2004,Mongolia,United States,0.22,0.15,0.2,0.16,0.37,0,0.15,0.05,0.67,0,0,0,0.27,0.04,NA,0.72,0.62,0.1,0
2005,Mongolia,United States,0.3,0.2,0.24,0.3,0.46,0,0.11,0.31,0.79,0,0,0,0.18,0.04,NA,0.95,0.62,0.12,0.5
2006,Mongolia,United States,0.22,0.14,0.17,0.17,0.38,0,0.07,0.08,0.72,0,0,0,0.1,0.03,NA,0.82,0.62,0.16,0
2007,Mongolia,United States,0.21,0.14,0.15,0.16,0.38,0,0.05,0.05,0.74,0,0,0,0.07,0.02,NA,0.85,0.62,0.1,0
2008,Mongolia,United States,0.19,0.13,0.13,0.15,0.34,0,0.02,0.08,0.65,0,0,0,0.03,0.02,NA,0.68,0.62,0.16,0
2009,Mongolia,United States,0.19,0.12,0.13,0.16,0.33,0,0.02,0.12,0.61,0,0,0,0.01,0.01,0.04,0.6,0.62,0.23,0
2010,Mongolia,United States,0.21,0.14,0.14,0.19,0.36,0,0.02,0.14,0.65,0,0,0,0,0.03,0.03,0.69,0.62,0.29,0
2011,Mongolia,United States,0.21,0.14,0.15,0.21,0.35,0,0.03,0.2,0.62,0,0,0,0,0.05,0.03,NA,0.62,0.4,0
2012,Mongolia,United States,0.22,0.14,0.16,0.2,0.36,0,0.05,0.16,0.66,0,0,0,0,0.09,0.05,0.7,0.61,0.33,0
2013,Mongolia,United States,0.18,0.12,0.14,0.15,0.33,0,0.04,0.07,0.62,0,0,0,0,0.08,0.05,0.63,0.61,0.15,0
2014,Mongolia,United States,0.2,0.14,0.14,0.17,0.37,0,0.03,0.1,0.69,0,0,0,0,0.04,0.03,0.77,0.61,0.2,0
2015,Mongolia,United States,0.22,0.15,0.16,0.18,0.41,0,0.02,0.09,0.79,0,0,0,0.01,0.03,0.02,0.97,0.61,0.18,0
2016,Mongolia,United States,0.25,0.17,0.18,0.24,0.42,0,0.02,0.23,0.75,0,0,0,0,0.04,0.03,0.89,0.62,0.46,0
2017,Mongolia,United States,0.22,0.15,0.15,0.19,0.39,0,0.03,0.12,0.74,0,0,0,0,0.04,0.03,0.85,0.62,0.24,0
2018,Mongolia,United States,NA,NA,NA,NA,NA,0,NA,0.08,0.74,0,0,0,NA,NA,NA,0.85,0.62,0.15,0
1991,Myanmar,China,NA,NA,NA,NA,NA,0.33,NA,0.93,NA,1,0,0,NA,NA,NA,NA,NA,0.93,NA
1992,Myanmar,China,NA,NA,NA,NA,NA,0.33,NA,0.94,NA,1,0,0,NA,NA,NA,NA,NA,0.94,NA
1993,Myanmar,China,NA,NA,NA,NA,NA,0.33,NA,0.95,NA,1,0,0,NA,NA,NA,NA,NA,0.95,NA
1994,Myanmar,China,NA,NA,NA,NA,NA,0.33,NA,1,NA,1,0,0,NA,NA,NA,NA,NA,1,NA
1995,Myanmar,China,NA,NA,NA,NA,NA,0,0.16,0.91,NA,0,0,0,0.08,0.24,NA,NA,NA,0.91,NA
1996,Myanmar,China,NA,NA,NA,NA,NA,0.17,0.13,0.88,NA,0.5,0,0,0.08,0.18,NA,NA,NA,0.88,NA
1997,Myanmar,China,NA,NA,NA,NA,NA,0.33,0.1,0.9,NA,1,0,0,0.04,0.16,NA,NA,NA,0.9,NA
1998,Myanmar,China,NA,NA,NA,NA,NA,0,0.11,0.86,NA,0,0,0,0.05,0.17,NA,NA,NA,0.86,NA
1999,Myanmar,China,NA,NA,NA,NA,NA,0,0.12,0.9,NA,0,0,0,0.06,0.18,NA,NA,NA,0.9,NA
2000,Myanmar,China,NA,NA,NA,NA,NA,0,0.11,0.95,NA,0,0,0,0.03,0.19,NA,NA,NA,0.95,NA
2001,Myanmar,China,NA,NA,NA,NA,NA,0.17,0.1,0.92,NA,0.5,0,0,0.02,0.19,NA,NA,NA,0.92,NA
2002,Myanmar,China,0.59,0.5,0.44,0.69,0.72,0.33,0.15,0.88,0.99,1,0,0,0.02,0.28,NA,0.99,NA,0.88,NA
2003,Myanmar,China,0.4,0.27,0.33,0.42,0.6,0,0.18,0.46,0.98,0,0,0,0.02,0.33,NA,0.98,NA,0.92,0
2004,Myanmar,China,0.4,0.27,0.32,0.42,0.59,0,0.17,0.45,0.98,0,0,0,0.02,0.32,NA,0.98,NA,0.9,0
2005,Myanmar,China,0.43,0.32,0.34,0.43,0.61,0.11,0.16,0.45,0.98,0.33,0,0,0.03,0.3,NA,0.98,NA,0.9,0
2006,Myanmar,China,0.45,0.36,0.36,0.45,0.63,0.17,0.19,0.45,0.99,0.5,0,0,0.03,0.35,NA,0.99,NA,0.91,0
2007,Myanmar,China,0.45,0.36,0.37,0.45,0.63,0.17,0.21,0.45,0.99,0.5,0,0,0.07,0.35,NA,0.99,NA,0.89,0
2008,Myanmar,China,0.45,0.35,0.37,0.44,0.63,0.17,0.21,0.43,0.98,0.5,0,0,0.11,0.32,NA,0.98,NA,0.87,0
2009,Myanmar,China,0.43,0.34,0.34,0.43,0.61,0.17,0.15,0.42,0.98,0.5,0,0,0.1,0.37,0,0.98,NA,0.85,0
2010,Myanmar,China,0.5,0.39,0.39,0.57,0.66,0.17,0.16,0.7,0.98,0.5,0,0,0.12,0.35,0,0.98,NA,0.9,0.5
2011,Myanmar,China,0.4,0.32,0.32,0.48,0.47,0.17,0.17,0.65,0.61,0.5,0,0,0.12,0.4,0,NA,0.61,0.79,0.5
2012,Myanmar,China,0.34,0.23,0.28,0.36,0.49,0,0.17,0.39,0.79,0,0,0,0.14,0.37,0,0.97,0.61,0.78,0
2013,Myanmar,China,0.46,0.36,0.38,0.53,0.55,0.17,0.22,0.68,0.75,0.5,0,0,0.26,0.4,0,0.88,0.63,0.87,0.5
2014,Myanmar,China,0.42,0.28,0.36,0.5,0.52,0,0.26,0.68,0.73,0,0,0,0.36,0.42,0,0.83,0.63,0.86,0.5
2015,Myanmar,China,0.56,0.43,0.53,0.68,0.62,0.17,0.47,0.9,0.72,0.5,0,0,0.41,0.44,0.55,0.82,0.63,0.81,1
2016,Myanmar,China,0.44,0.41,0.43,0.4,0.54,0.33,0.39,0.32,0.73,1,0,0,0.33,0.36,0.49,0.82,0.63,0.64,0
2017,Myanmar,China,0.42,0.28,0.41,0.47,0.51,0,0.4,0.58,0.69,0,0,0,0.3,0.39,0.51,0.75,0.63,0.66,0.5
2018,Myanmar,China,NA,NA,NA,NA,NA,0,NA,0.38,0.71,0,0,0,NA,NA,NA,0.78,0.63,0.76,0
1991,Myanmar,India,NA,NA,NA,NA,NA,0,NA,0.93,NA,0,0,0,NA,NA,NA,NA,NA,0.93,NA
1992,Myanmar,India,NA,NA,NA,NA,NA,0,NA,0.89,NA,0,0,0,NA,NA,NA,NA,NA,0.89,NA
1993,Myanmar,India,NA,NA,NA,NA,NA,0,NA,0.93,NA,0,0,0,NA,NA,NA,NA,NA,0.93,NA
1994,Myanmar,India,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA,1,NA
1995,Myanmar,India,NA,NA,NA,NA,NA,0,0.07,0.86,NA,0,0,0,0.13,0.01,NA,NA,NA,0.86,NA
1996,Myanmar,India,NA,NA,NA,NA,NA,0,0.09,0.88,NA,0,0,0,0.16,0.02,NA,NA,NA,0.88,NA
1997,Myanmar,India,NA,NA,NA,NA,NA,0,0.12,0.77,NA,0,0,0,0.21,0.02,NA,NA,NA,0.77,NA
1998,Myanmar,India,NA,NA,NA,NA,NA,0,0.09,0.69,NA,0,0,0,0.17,0.01,NA,NA,NA,0.69,NA
1999,Myanmar,India,NA,NA,NA,NA,NA,0.33,0.08,0.76,NA,1,0,0,0.14,0.02,NA,NA,NA,0.76,NA
2000,Myanmar,India,NA,NA,NA,NA,NA,0,0.02,0.76,NA,0,0,0,0.02,0.02,NA,NA,NA,0.76,NA
2001,Myanmar,India,NA,NA,NA,NA,NA,0,0.06,0.8,NA,0,0,0,0.09,0.03,NA,NA,NA,0.8,NA
2002,Myanmar,India,0.37,0.25,0.27,0.49,0.47,0,0.07,0.73,0.68,0,0,0,0.11,0.03,NA,0.68,NA,0.73,NA
2003,Myanmar,India,0.31,0.21,0.23,0.33,0.47,0,0.06,0.38,0.8,0,0,0,0.09,0.03,NA,0.8,NA,0.76,0
2004,Myanmar,India,0.3,0.2,0.22,0.32,0.45,0,0.06,0.38,0.75,0,0,0,0.08,0.04,NA,0.75,NA,0.75,0
2005,Myanmar,India,0.31,0.24,0.22,0.33,0.43,0.11,0.05,0.38,0.68,0.33,0,0,0.07,0.04,NA,0.68,NA,0.75,0
2006,Myanmar,India,0.33,0.28,0.25,0.35,0.44,0.17,0.08,0.4,0.67,0.5,0,0,0.12,0.04,NA,0.67,NA,0.81,0
2007,Myanmar,India,0.36,0.29,0.27,0.38,0.49,0.17,0.09,0.41,0.75,0.5,0,0,0.15,0.03,NA,0.75,NA,0.83,0
2008,Myanmar,India,0.29,0.19,0.22,0.32,0.43,0,0.08,0.38,0.71,0,0,0,0.12,0.04,NA,0.71,NA,0.76,0
2009,Myanmar,India,0.27,0.18,0.22,0.3,0.39,0,0.12,0.34,0.63,0,0,0,0.21,0.03,NA,0.63,NA,0.68,0
2010,Myanmar,India,0.29,0.19,0.22,0.32,0.43,0,0.08,0.37,0.71,0,0,0,0.17,0.03,0.03,0.71,NA,0.74,0
2011,Myanmar,India,0.28,0.24,0.21,0.28,0.39,0.17,0.07,0.28,0.61,0.5,0,0,0.17,0.04,0,NA,0.61,0.56,0
2012,Myanmar,India,0.35,0.23,0.25,0.44,0.47,0,0.07,0.63,0.7,0,0,0,0.17,0.04,0,0.79,0.61,0.75,0.5
2013,Myanmar,India,0.42,0.34,0.3,0.51,0.54,0.17,0.05,0.68,0.78,0.5,0,0,0.1,0.04,0,0.94,0.63,0.87,0.5
2014,Myanmar,India,0.44,0.3,0.31,0.61,0.56,0,0.04,0.93,0.8,0,0,0,0.09,0.04,0,0.97,0.63,0.86,1
2015,Myanmar,India,0.31,0.21,0.23,0.34,0.47,0,0.06,0.4,0.79,0,0,0,0.08,0.04,0.07,0.96,0.63,0.79,0
2016,Myanmar,India,0.36,0.24,0.26,0.44,0.5,0,0.06,0.6,0.79,0,0,0,0.07,0.05,0.06,0.94,0.63,0.71,0.5
2017,Myanmar,India,0.44,0.41,0.31,0.49,0.56,0.33,0.04,0.59,0.8,1,0,0,0.05,0.05,0.01,0.97,0.63,0.68,0.5
2018,Myanmar,India,NA,NA,NA,NA,NA,0,NA,0.38,0.81,0,0,0,NA,NA,NA,0.99,0.63,0.77,0
1991,Myanmar,Russia,NA,NA,NA,NA,NA,0,NA,0.57,NA,0,0,0,NA,NA,NA,NA,NA,0.57,NA
1992,Myanmar,Russia,NA,NA,NA,NA,NA,0,NA,0.43,NA,0,0,0,NA,NA,NA,NA,NA,0.43,NA
1993,Myanmar,Russia,NA,NA,NA,NA,NA,0,NA,0.41,NA,0,0,0,NA,NA,NA,NA,NA,0.41,NA
1994,Myanmar,Russia,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA
1995,Myanmar,Russia,NA,NA,NA,NA,NA,0.33,NA,0.45,NA,1,0,0,NA,NA,NA,NA,NA,0.45,NA
1996,Myanmar,Russia,NA,NA,NA,NA,NA,0.17,0,0.54,NA,0.5,0,0,0,0.01,NA,NA,NA,0.54,NA
1997,Myanmar,Russia,NA,NA,NA,NA,NA,0,0,0.59,NA,0,0,0,NA,0,NA,NA,NA,0.59,NA
1998,Myanmar,Russia,NA,NA,NA,NA,NA,0,0,0.59,NA,0,0,0,0,0,NA,NA,NA,0.59,NA
1999,Myanmar,Russia,NA,NA,NA,NA,NA,0,0,0.61,NA,0,0,0,0,0,NA,NA,NA,0.61,NA
2000,Myanmar,Russia,NA,NA,NA,NA,NA,0.33,0,0.7,NA,1,0,0,0,0,NA,NA,NA,0.7,NA
2001,Myanmar,Russia,NA,NA,NA,NA,NA,0.17,0,0.7,NA,0.5,0,0,0,0,NA,NA,NA,0.7,NA
2002,Myanmar,Russia,0.38,0.25,0.26,0.46,0.56,0,0.01,0.61,0.91,0,0,0,0.01,0.01,NA,0.91,NA,0.61,NA
2003,Myanmar,Russia,0.31,0.21,0.21,0.32,0.51,0,0,0.34,0.91,0,0,0,0,0,NA,0.91,NA,0.67,0
2004,Myanmar,Russia,0.38,0.37,0.26,0.37,0.54,0.33,0,0.34,0.86,1,0,0,0,0.01,NA,0.86,NA,0.68,0
2005,Myanmar,Russia,0.33,0.26,0.22,0.34,0.51,0.11,0,0.36,0.86,0.33,0,0,0,0,NA,0.86,NA,0.72,0
2006,Myanmar,Russia,0.32,0.22,0.22,0.34,0.52,0,0,0.38,0.91,0,0,0,0,0,NA,0.91,NA,0.76,0
2007,Myanmar,Russia,0.32,0.22,0.22,0.35,0.51,0,0,0.4,0.89,0,0,0,0,0,NA,0.89,NA,0.8,0
2008,Myanmar,Russia,0.34,0.28,0.23,0.35,0.51,0.17,0,0.36,0.84,0.5,0,0,0,0.01,NA,0.84,NA,0.71,0
2009,Myanmar,Russia,0.35,0.29,0.24,0.35,0.54,0.17,0,0.35,0.9,0.5,0,0,0,0.01,0,0.9,NA,0.69,0
2010,Myanmar,Russia,0.34,0.28,0.23,0.35,0.5,0.17,0,0.38,0.81,0.5,0,0,0,0.01,0,0.81,NA,0.76,0
2011,Myanmar,Russia,0.24,0.16,0.16,0.28,0.36,0,0.01,0.35,0.61,0,0,0,0,0.02,0,NA,0.61,0.7,0
2012,Myanmar,Russia,0.26,0.18,0.18,0.28,0.42,0,0,0.33,0.73,0,0,0,0.01,0,0,0.85,0.61,0.65,0
2013,Myanmar,Russia,0.3,0.2,0.2,0.32,0.46,0,0,0.38,0.8,0,0,0,0,0,0,0.98,0.63,0.75,0
2014,Myanmar,Russia,0.29,0.19,0.19,0.3,0.46,0,0,0.34,0.8,0,0,0,0,0,0,0.98,0.63,0.68,0
2015,Myanmar,Russia,0.32,0.27,0.21,0.32,0.48,0.17,0,0.32,0.79,0.5,0,0,0,0,0,0.96,0.63,0.63,0
2016,Myanmar,Russia,0.33,0.22,0.22,0.39,0.49,0,0,0.51,0.8,0,0,0,0,0.01,0,0.97,0.63,0.52,0.5
2017,Myanmar,Russia,0.26,0.17,0.18,0.27,0.43,0,0,0.27,0.77,0,0,0,0,0,0,0.91,0.63,0.54,0
2018,Myanmar,Russia,NA,NA,NA,NA,NA,0,NA,0.6,0.79,0,0,0,NA,NA,NA,0.94,0.63,0.7,0.5
1991,Myanmar,United States,NA,NA,NA,NA,NA,0,NA,0.1,NA,0,0,0,NA,NA,NA,NA,NA,0.1,NA
1992,Myanmar,United States,NA,NA,NA,NA,NA,0,NA,0.07,NA,0,0,0,NA,NA,NA,NA,NA,0.07,NA
1993,Myanmar,United States,NA,NA,NA,NA,NA,0,NA,0.1,NA,0,0,0,NA,NA,NA,NA,NA,0.1,NA
1994,Myanmar,United States,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA
1995,Myanmar,United States,NA,NA,NA,NA,NA,0,0.04,0.14,NA,0,0,0,0.07,0,NA,NA,NA,0.14,NA
1996,Myanmar,United States,NA,NA,NA,NA,NA,0,0.06,0.18,NA,0,0,0,0.11,0.01,NA,NA,NA,0.18,NA
1997,Myanmar,United States,NA,NA,NA,NA,NA,0,0.06,0.23,NA,0,0,0,0.12,0,NA,NA,NA,0.23,NA
1998,Myanmar,United States,NA,NA,NA,NA,NA,0,0.09,0.22,NA,0,0,0,0.17,0.01,NA,NA,NA,0.22,NA
1999,Myanmar,United States,NA,NA,NA,NA,NA,0,0.1,0.17,NA,0,0,0,0.2,0,NA,NA,NA,0.17,NA
2000,Myanmar,United States,NA,NA,NA,NA,NA,0,0.17,0.19,NA,0,0,0,0.32,0.01,NA,NA,NA,0.19,NA
2001,Myanmar,United States,NA,NA,NA,NA,NA,0,0.11,0.14,NA,0,0,0,0.21,0.01,NA,NA,NA,0.14,NA
2002,Myanmar,United States,0.14,0.09,0.12,0.14,0.2,0,0.08,0.13,0.33,0,0,0,0.16,0,NA,0.33,NA,0.13,NA
2003,Myanmar,United States,0.1,0.07,0.09,0.09,0.15,0,0.07,0.07,0.26,0,0,0,0.13,0,NA,0.26,NA,0.14,0
2004,Myanmar,United States,0.06,0.04,0.04,0.06,0.11,0,0,0.05,0.2,0,0,0,NA,0,NA,0.2,NA,0.09,0
2005,Myanmar,United States,0.1,0.07,0.07,0.09,0.18,0,0,0.06,0.34,0,0,0,NA,0,NA,0.34,NA,0.12,0
2006,Myanmar,United States,0.11,0.07,0.07,0.08,0.2,0,0,0.04,0.38,0,0,0,NA,0,NA,0.38,NA,0.08,0
2007,Myanmar,United States,0.1,0.07,0.07,0.08,0.18,0,0,0.04,0.35,0,0,0,NA,0,NA,0.35,NA,0.09,0
